Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_43_677.jpg;0;0;0;0;99.66998;85.589;0.0002327787;55.88673;-7.225315E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_43_743.jpg;0;0;0;0;99.66998;85.589;0.0002333457;55.88672;-4.707096E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_43_809.jpg;0;0;0;0;99.66998;85.589;0.000234501;55.88672;-2.287436E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_43_877.jpg;0;0;0;0;99.66998;85.589;0.0002350749;55.88672;-8.834048E-07
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_43_943.jpg;0;0;0;0;99.66998;85.589;0.0002356332;55.88672;5.716425E-07
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_44_010.jpg;0;0;0;0;99.66998;85.589;0.0002364192;55.88672;2.375665E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_44_076.jpg;0;0;0;0;99.66998;85.589;0.0002370088;55.88672;3.728681E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_44_143.jpg;0;0;0;0;99.66998;85.589;0.0002376297;55.88672;4.979671E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_44_210.jpg;4.003258;0;0;0;99.66998;85.589;0.0002398135;56.60782;4.354081E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_44_276.jpg;4.002178;0;0;0;99.66998;85.589;0.0002400104;57.44802;2.645681E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_44_343.jpg;0.001974106;0;0;0;99.66998;85.589;0.0002403352;57.6884;3.845942E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_44_410.jpg;-0.003905296;0;0;0;99.66998;85.589;0.0002396869;57.4483;6.664217E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_44_476.jpg;0;0;0;0;99.66998;85.589;0.0002387881;57.4483;7.457986E-06
Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
